Goal,Target,Indicator,SeriesCode,Country,Time,Val,ValType,Age,Freq,Location,Nature,Sex,Units,ValueType
12,12.2,12.2.1,EN_MAT_FTPRPC,Organisation for Economic Co-operation and Development (OECD) Member States,2002,22.33,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2002,7.5,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Barbados,2010,13,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Cuba,2010,7.21,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Jamaica,2010,7.18,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Dominican Republic,2010,4.42,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Haiti,2010,1.34,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,World,2010,10.1,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Northern America and Europe,2010,20.13,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Northern America,2010,27.15,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Sub-Saharan Africa (inc. Sudan),2010,2.45,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Haiti,2002,1.06,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Northern America and Europe,2002,20.67,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,World,2002,8.1,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Northern America,2002,30.52,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Sub-Saharan Africa (inc. Sudan),2002,2.18,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Southern Asia (excluding India),2002,2.68,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Somalia,2010,3.48,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Ethiopia,2001,0.02,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Seychelles,2010,24.68,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Middle Africa,2010,2.13,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Bahamas,2010,23.25,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Oceania (exc. Australia and New Zealand),2010,4.33,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Togo,2010,2.1,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Niger,2010,3.33,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Nigeria,2010,1.88,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Mali,2010,4.27,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Antigua and Barbuda,2010,22.2,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Mauritania,2010,2.43,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Côte d'Ivoire,2010,1.01,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Gambia,2010,2.52,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Ghana,2010,3.28,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Guinea,2010,2,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Swaziland,2010,10.73,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Western Africa,2010,2.31,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Liberia,2010,1.06,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Benin,2010,3.57,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Latin America,2002,8.41,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Bahrain,2004,15.07,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Indonesia,2004,3.79,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Turkey,2004,10.01,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,United Arab Emirates,2004,54.77,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Lao PDR,2004,1.69,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Malaysia,2004,14.13,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Kenya,2010,3.05,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Cyprus,2004,24.79,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Mozambique,2010,1.55,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Mauritius,2010,16.68,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Madagascar,2010,0.88,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Northern Africa and Western Asia,2004,6.41,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Viet Nam,2004,4.18,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Thailand,2004,8.57,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Singapore,2004,58.38,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Rwanda,2010,2.38,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Burkina Faso,2010,3.08,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Cape Verde,2010,5.88,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,"Congo, (Kinshasa)",2010,1.81,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Trinidad and Tobago,2010,4.24,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Guatemala,2010,3.44,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Honduras,2010,4.09,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Costa Rica,2010,5.8,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,El Salvador,2010,5.04,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,South Africa,2010,8.75,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Belize,2010,9.1,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Djibouti,2010,3.26,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Ethiopia,2010,0.03,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Malawi,2010,1.16,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Angola,2010,3.18,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Cameroon,2010,1.83,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Central African Republic,2010,2.59,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Zimbabwe,2010,1.06,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Eritrea,2010,0.57,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Central America,2010,7.34,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Italy,2010,19.18,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Malta,2010,19.82,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Gabon,2010,4.14,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Chad,2010,1.88,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Austria,2010,29.81,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Luxembourg,2010,0,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Liechtenstein,2010,44.37,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,France,2010,20.59,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Germany,2010,21.1,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Spain,2010,23.28,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,"Macedonia, Republic of",2010,10.37,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Western Europe,2010,21.61,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Slovenia,2010,22.49,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Serbia,2010,14.36,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Montenegro,2010,21.61,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Portugal,2010,22,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,San Marino,2010,104.52,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Zambia,2010,3.23,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Cambodia,2004,1.39,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Djibouti,2001,3.06,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Eastern Asia (excluding Japan),2008,12.21,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Botswana,2009,15.99,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Swaziland,2009,10.91,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Western Africa,2009,2.21,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Benin,2009,3.81,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Burkina Faso,2009,2.87,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Cape Verde,2009,6.2,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Southern Africa,2009,8.41,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Guinea,2009,2.12,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Gambia,2009,2.51,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Côte d'Ivoire,2009,1.04,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Least Developed Countries (LDCs),2009,1.77,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Small island developing States (SIDS),2009,12.63,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Landlocked developing countries (LLDCs),2009,3.44,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,New Zealand,2009,21.12,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Ghana,2009,2.92,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Australia and New Zealand,2009,36.36,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Sweden,2002,22.09,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Latvia,2002,14.46,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Denmark,2006,26.12,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Northern Europe,2006,26.24,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Sub-Saharan Africa,2006,2.45,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Eastern Africa,2006,1.53,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Dominican Republic,2010,4.42,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Nicaragua,2010,3.35,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Lithuania,2002,16.31,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Panama,2010,7.63,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,United States of America,2002,31.04,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Hungary,2002,12.63,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Czech Republic,2002,18.96,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Poland,2002,13.53,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Moldova,2002,0.05,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Norway,2002,33.3,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,South America,2010,12,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Australia,2009,39.39,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Togo,2009,2.26,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Oceania (exc. Australia and New Zealand),2009,4.35,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Central America,2005,7.8,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Belize,2005,10.2,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Spain,2005,34.13,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,"Macedonia, Republic of",2005,8.44,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Western Europe,2005,22.84,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Slovenia,2005,23.59,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Trinidad and Tobago,2005,5.96,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Namibia,2001,5.46,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2008,22.73,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Hungary,2008,15.31,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Bulgaria,2008,12.38,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Czech Republic,2008,22.46,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Moldova,2008,0.39,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Poland,2008,16.89,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Caucasus and Central Asia,2008,8.21,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,El Salvador,2005,4.82,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Thailand,2006,9.48,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Viet Nam,2006,5.1,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Sierra Leone,2009,2.14,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Senegal,2009,2.88,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Mali,2009,3.9,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Mauritania,2009,2.56,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Liberia,2009,1.14,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Nigeria,2009,1.79,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Niger,2009,3.16,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Papua New Guinea,2009,2.62,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Melanesia,2009,3.64,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Fiji,2009,5.74,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Vanuatu,2009,8.85,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Philippines,2006,3.48,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,South-eastern Asia,2006,5.49,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Korea (South),2006,23.05,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Brunei Darussalam,2006,14.24,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Ukraine,2006,7.17,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,South Africa,2001,8.24,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Costa Rica,2005,6.4,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Honduras,2005,3.52,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Botswana,2010,17.43,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Sao Tome and Principe,2010,7.1,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Southern Africa,2010,8.86,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2002,21.06,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Caucasus and Central Asia,2002,6.42,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Bulgaria,2002,5.42,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Congo (Brazzaville),2010,2.68,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Belarus,2002,0.04,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Canada,2002,25.64,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Congo (Brazzaville),2006,2.27,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Chad,2006,1.54,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,"Congo, (Kinshasa)",2006,1.72,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Gabon,2006,5.22,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Rwanda,2006,2.31,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Eastern Europe,2002,7.78,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Mozambique,2006,1.54,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Lithuania,2010,25.15,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Poland,2010,16.44,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Spain,2002,25.61,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Slovenia,2002,20.02,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Portugal,2002,20.35,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,San Marino,2002,48.25,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Malta,2002,18.7,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Italy,2002,20.63,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Moldova,2010,0.52,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Belize,2002,10.13,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Trinidad and Tobago,2002,5.95,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Canada,2010,28.37,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,United States of America,2010,27.01,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Hungary,2010,12.93,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Bulgaria,2010,10.37,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Czech Republic,2010,21.15,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Central America,2002,7.55,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Mauritius,2006,15.6,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Malawi,2006,1,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Eritrea,2006,0.96,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Andorra,2006,0,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Finland,2006,39.2,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Estonia,2006,21.21,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Iceland,2006,49.7,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Ireland,2006,44.25,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Romania,2006,13.38,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Southern Europe,2006,23.62,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Russian Federation,2006,8.07,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Dominican Republic,2005,4.68,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Haiti,2005,1.15,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Jamaica,2005,9.75,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Cuba,2005,6.76,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Barbados,2005,20.38,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Antigua and Barbuda,2005,29.64,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Slovakia,2006,31.42,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Panama,2005,8.1,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,South America,2005,9.61,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Mexico,2005,8.98,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Djibouti,2006,3.73,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Ethiopia,2006,0.03,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Kenya,2006,2.9,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Madagascar,2006,0.69,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Uganda,2006,2.45,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,"Tanzania, United Republic of",2006,1.42,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Seychelles,2006,28.47,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Somalia,2006,4.18,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Angola,2006,2.2,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Central African Republic,2006,2.29,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Cameroon,2006,1.6,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Zambia,2006,3.51,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Middle Africa,2006,1.85,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Zimbabwe,2006,1.01,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Nicaragua,2005,3.27,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Guatemala,2005,3.78,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Korea (South),2004,25.11,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,Brunei Darussalam,2004,14.29,Float,All,A,T,C,Total,T,P
12,12.2,12.2.1,EN_MAT_FTPRPC,South-eastern Asia,2004,4.97,Float,All,A,T,C,Total,T,P
