Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,[Age],[Bounds],[Freq],[Location],[Sex],[Units]
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Guam","2016","18","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Guatemala","2016","956","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Guinea","2016","583","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Guyana","2016","17","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Heard Island and McDonald Islands","2016","64169","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Honduras","2016","9201","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Iceland","2016","2863","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","India","2016","3928","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Indonesia","2016","171453","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Iran (Islamic Republic of)","2016","1809","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Ireland","2016","9946","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Israel","2016","9","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Italy","2016","47333","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Côte d'Ivoire","2016","130","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Jamaica","2016","1860","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Japan","2016","19940.1","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Kazakhstan","2016","1250","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","Caspian sea EEZ; The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilome","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Jordan","2016","33","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Kenya","2016","904","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Democratic People's Republic of Korea","2016","26","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Republic of Korea","2016","5299","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Kuwait","2016","176","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Latin America and the Caribbean","2000","317277.15909631416","2000","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Latin America and the Caribbean","2005","364573.66223397130","2005","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Latin America and the Caribbean","2010","694189.26028328020","2010","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Latin America and the Caribbean","2015","1812889.26544781260","2015","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Latin America and the Caribbean","2016","2113730.89066845000","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Lebanon","2016","41","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Latvia","2016","4631","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Liberia","2016","252","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Landlocked developing countries (LLDCs)","2000","3811.58745714395","2000","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Landlocked developing countries (LLDCs)","2005","4125.24624412570","2005","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Landlocked developing countries (LLDCs)","2010","4999.80280469641","2010","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Landlocked developing countries (LLDCs)","2015","4999.80280469641","2015","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Landlocked developing countries (LLDCs)","2016","4999.80280469641","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Libya","2016","2278","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Lithuania","2016","1318","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Madagascar","2016","4308","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Malaysia","2016","6358","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Maldives","2016","449","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Malta","2016","3489","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Martinique","2016","47576","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Mauritania","2016","6488","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Mauritius","2016","50","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Mexico","2016","73951","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Monaco","2016","284","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Morocco","2016","1272","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Mozambique","2016","12821","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Oman","2016","664","2016","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Europe and Northern America","2000","1420325.68153152200","2000","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
"14","14.5","14.5.1","ER_MRN_MARINT","Protected marine area (Economic Exclusion Zones) (square kilometres)","Europe and Northern America","2005","2366670.33079761800","2005","Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).","The Exclusive Economic Zone (EEZ) comprises an area which extends either from the coast, or in federal systems from the seaward boundaries of the constituent states (3 to 12 nautical miles, in most cases) to 200 nautical miles (370 kilometres) off the coast.","","","ANNUAL","","","KMSQ"
