Lineage,ParentGeoAreaName,ParentGeoAreaCode,GeoAreaName,GeoAreacode,Type
"World (1) -- Asia (142) -- Southern Asia (34)","Asia","142","Southern Asia","34","Region"
"World (1) -- Asia (142) -- Southern Asia (34) -- Afghanistan (4)","Southern Asia","34","Afghanistan","4","Country"
"World (1) -- Asia (142) -- Southern Asia (34) -- Bangladesh (50)","Southern Asia","34","Bangladesh","50","Country"
"World (1) -- Asia (142) -- Southern Asia (34) -- Bhutan (64)","Southern Asia","34","Bhutan","64","Country"
"World (1) -- Asia (142) -- Southern Asia (34) -- India (356)","Southern Asia","34","India","356","Country"
"World (1) -- Asia (142) -- Southern Asia (34) -- Iran (Islamic Republic of) (364)","Southern Asia","34","Iran (Islamic Republic of)","364","Country"
"World (1) -- Asia (142) -- Southern Asia (34) -- Maldives (462)","Southern Asia","34","Maldives","462","Country"
"World (1) -- Asia (142) -- Southern Asia (34) -- Nepal (524)","Southern Asia","34","Nepal","524","Country"
"World (1) -- Asia (142) -- Southern Asia (34) -- Pakistan (586)","Southern Asia","34","Pakistan","586","Country"
"World (1) -- Asia (142) -- Southern Asia (34) -- Sri Lanka (144)","Southern Asia","34","Sri Lanka","144","Country"
"World (1) -- Asia (142) -- Western Asia (145)","Asia","142","Western Asia","145","Region"
"World (1) -- Asia (142) -- Western Asia (145) -- Armenia (51)","Western Asia","145","Armenia","51","Country"
"World (1) -- Asia (142) -- Western Asia (145) -- Azerbaijan (31)","Western Asia","145","Azerbaijan","31","Country"
"World (1) -- Asia (142) -- Western Asia (145) -- Bahrain (48)","Western Asia","145","Bahrain","48","Country"
"World (1) -- Asia (142) -- Western Asia (145) -- Cyprus (196)","Western Asia","145","Cyprus","196","Country"
"World (1) -- Asia (142) -- Western Asia (145) -- Georgia (268)","Western Asia","145","Georgia","268","Country"
"World (1) -- Asia (142) -- Western Asia (145) -- Iraq (368)","Western Asia","145","Iraq","368","Country"
"World (1) -- Asia (142) -- Western Asia (145) -- Israel (376)","Western Asia","145","Israel","376","Country"
"World (1) -- Asia (142) -- Western Asia (145) -- Jordan (400)","Western Asia","145","Jordan","400","Country"
"World (1) -- Asia (142) -- Western Asia (145) -- Kuwait (414)","Western Asia","145","Kuwait","414","Country"
"World (1) -- Asia (142) -- Western Asia (145) -- Lebanon (422)","Western Asia","145","Lebanon","422","Country"
"World (1) -- Asia (142) -- Western Asia (145) -- Oman (512)","Western Asia","145","Oman","512","Country"
"World (1) -- Asia (142) -- Western Asia (145) -- State of Palestine (275)","Western Asia","145","State of Palestine","275","Country"
"World (1) -- Asia (142) -- Western Asia (145) -- Qatar (634)","Western Asia","145","Qatar","634","Country"
"World (1) -- Asia (142) -- Western Asia (145) -- Saudi Arabia (682)","Western Asia","145","Saudi Arabia","682","Country"
"World (1) -- Asia (142) -- Western Asia (145) -- Syrian Arab Republic (760)","Western Asia","145","Syrian Arab Republic","760","Country"
"World (1) -- Asia (142) -- Western Asia (145) -- Turkey (792)","Western Asia","145","Turkey","792","Country"
"World (1) -- Asia (142) -- Western Asia (145) -- United Arab Emirates (784)","Western Asia","145","United Arab Emirates","784","Country"
"World (1) -- Asia (142) -- Western Asia (145) -- Yemen (887)","Western Asia","145","Yemen","887","Country"
"World (1) -- Asia (142) -- Eastern Asia (excluding Japan and China) (223)","Asia","142","Eastern Asia (excluding Japan and China)","223","Region"
"World (1) -- Oceania (9)","World","1","Oceania","9","Region"
"World (1) -- Oceania (9) -- Australia and New Zealand (53)","Oceania","9","Australia and New Zealand","53","Region"
"World (1) -- Oceania (9) -- Australia and New Zealand (53) -- Australia (36)","Australia and New Zealand","53","Australia","36","Country"
"World (1) -- Oceania (9) -- Australia and New Zealand (53) -- Christmas Island (162)","Australia and New Zealand","53","Christmas Island","162","Country"
"World (1) -- Oceania (9) -- Australia and New Zealand (53) -- Cocos (Keeling) Islands (166)","Australia and New Zealand","53","Cocos (Keeling) Islands","166","Country"
"World (1) -- Oceania (9) -- Australia and New Zealand (53) -- Heard Island and McDonald Islands (334)","Australia and New Zealand","53","Heard Island and McDonald Islands","334","Country"
"World (1) -- Oceania (9) -- Australia and New Zealand (53) -- New Zealand (554)","Australia and New Zealand","53","New Zealand","554","Country"
"World (1) -- Oceania (9) -- Australia and New Zealand (53) -- Norfolk Island (574)","Australia and New Zealand","53","Norfolk Island","574","Country"
"World (1) -- Oceania (9) -- Melanesia (54)","Oceania","9","Melanesia","54","Region"
"World (1) -- Oceania (9) -- Melanesia (54) -- Fiji (242)","Melanesia","54","Fiji","242","Country"
"World (1) -- Oceania (9) -- Melanesia (54) -- New Caledonia (540)","Melanesia","54","New Caledonia","540","Country"
"World (1) -- Oceania (9) -- Melanesia (54) -- Papua New Guinea (598)","Melanesia","54","Papua New Guinea","598","Country"
"World (1) -- Oceania (9) -- Melanesia (54) -- Solomon Islands (90)","Melanesia","54","Solomon Islands","90","Country"
"World (1) -- Oceania (9) -- Melanesia (54) -- Vanuatu (548)","Melanesia","54","Vanuatu","548","Country"
"World (1) -- Oceania (9) -- Micronesia (57)","Oceania","9","Micronesia","57","Region"
"World (1) -- Oceania (9) -- Micronesia (57) -- Guam (316)","Micronesia","57","Guam","316","Country"
"World (1) -- Oceania (9) -- Micronesia (57) -- Kiribati (296)","Micronesia","57","Kiribati","296","Country"
"World (1) -- Oceania (9) -- Micronesia (57) -- Marshall Islands (584)","Micronesia","57","Marshall Islands","584","Country"
"World (1) -- Oceania (9) -- Micronesia (57) -- Micronesia (Federated States of) (583)","Micronesia","57","Micronesia (Federated States of)","583","Country"
"World (1) -- Oceania (9) -- Micronesia (57) -- Nauru (520)","Micronesia","57","Nauru","520","Country"
"World (1) -- Oceania (9) -- Micronesia (57) -- Northern Mariana Islands (580)","Micronesia","57","Northern Mariana Islands","580","Country"
"World (1) -- Oceania (9) -- Micronesia (57) -- Palau (585)","Micronesia","57","Palau","585","Country"
"World (1) -- Oceania (9) -- Micronesia (57) -- United States Minor Outlying Islands (581)","Micronesia","57","United States Minor Outlying Islands","581","Country"
"World (1) -- Oceania (9) -- Polynesia (61)","Oceania","9","Polynesia","61","Region"
"World (1) -- Oceania (9) -- Polynesia (61) -- American Samoa (16)","Polynesia","61","American Samoa","16","Country"
"World (1) -- Oceania (9) -- Polynesia (61) -- Cook Islands (184)","Polynesia","61","Cook Islands","184","Country"
"World (1) -- Oceania (9) -- Polynesia (61) -- French Polynesia (258)","Polynesia","61","French Polynesia","258","Country"
"World (1) -- Oceania (9) -- Polynesia (61) -- Niue (570)","Polynesia","61","Niue","570","Country"
"World (1) -- Oceania (9) -- Polynesia (61) -- Pitcairn (612)","Polynesia","61","Pitcairn","612","Country"
"World (1) -- Oceania (9) -- Polynesia (61) -- Samoa (882)","Polynesia","61","Samoa","882","Country"
"World (1) -- Oceania (9) -- Polynesia (61) -- Tokelau (772)","Polynesia","61","Tokelau","772","Country"
"World (1) -- Oceania (9) -- Polynesia (61) -- Tonga (776)","Polynesia","61","Tonga","776","Country"
"World (1) -- Oceania (9) -- Polynesia (61) -- Tuvalu (798)","Polynesia","61","Tuvalu","798","Country"
"World (1) -- Oceania (9) -- Polynesia (61) -- Wallis and Futuna Islands (876)","Polynesia","61","Wallis and Futuna Islands","876","Country"
"World (1) -- Oceania (9) -- Oceania (exc. Australia and New Zealand) (543)","Oceania","9","Oceania (exc. Australia and New Zealand)","543","Region"
"World (1) -- Europe and Northern America (513)","World","1","Europe and Northern America","513","Region"
"World (1) -- Northern Africa and Western Asia (747)","World","1","Northern Africa and Western Asia","747","Region"
"World (1) -- Eastern and South-Eastern Asia (753)","World","1","Eastern and South-Eastern Asia","753","Region"
"Least Developed Countries (LDC) (199)",,,"Least Developed Countries (LDC)","199","Region"
"Land Locked Developing Countries (LLDC) (432)",,,"Land Locked Developing Countries (LLDC)","432","Region"
"Small Island Developing States (SIDS) (722)",,,"Small Island Developing States (SIDS)","722","Region"
"Developed Regions (514)",,,"Developed Regions","514","Region"
"Developing Regions (515)",,,"Developing Regions","515","Region"
